customer_key,customer_id
473,CID1029173
474,CID1029421
475,CID1029460
476,CID1029552
477,CID1029729
478,CID1029791
479,CID1029854
480,CID1029910
481,CID1029916
482,CID1029959
483,CID1030062
484,CID1030190
485,CID1030196
486,CID1030222
487,CID1030225
488,CID1030242
489,CID1030265
490,CID1030379
491,CID1030380
492,CID1030432
493,CID1030455
494,CID1030470
495,CID1030521
496,CID1030570
497,CID1030590
498,CID1030604
499,CID1030612
500,CID1030662
501,CID1030702
502,CID1030710
503,CID1030753
504,CID1030775
505,CID1030777
506,CID1030829
507,CID1030840
508,CID1030902
509,CID1030930
510,CID1030975
511,CID1030977
512,CID1031057
513,CID1031101
514,CID1031162
515,CID1031169
516,CID1031221
517,CID1031244
518,CID1031255
519,CID1031312
520,CID1031332
521,CID1031504
522,CID1031510
523,CID1031679
524,CID1031683
525,CID1031908
526,CID1031916
527,CID1032041
528,CID1032056
529,CID1032080
530,CID1032164
531,CID1032181
532,CID1032196
533,CID1032211
534,CID1032249
535,CID1032290
536,CID1032338
537,CID1032416
538,CID1032483
539,CID1032491
540,CID1032551
541,CID1032555
542,CID1032587
543,CID1032610
544,CID1032613
545,CID1032689
546,CID1032831
547,CID1032888
548,CID1032892
549,CID1032948
550,CID1033065
551,CID1033228
552,CID1033261
553,CID1033275
554,CID1033295
555,CID1033303
556,CID1033321
557,CID1033367
558,CID1033381
559,CID1033419
560,CID1033483
561,CID1033496
562,CID1033608
563,CID1033625
564,CID1033642
565,CID1033658
566,CID1033679
567,CID1033753
568,CID1033854
569,CID1033909
570,CID1033925
571,CID1033986
572,CID1034007
573,CID1034071
574,CID1034091
575,CID1034114
576,CID1034370
577,CID1034376
578,CID1034566
579,CID1034572
580,CID1034641
581,CID1034692
582,CID1034704
583,CID1034801
584,CID1034918
585,CID1034969
586,CID1035030
587,CID1035063
588,CID1035070
589,CID1035160
590,CID1035190
591,CID1035244
592,CID1035289
593,CID1035325
594,CID1035384
595,CID1035432
596,CID1035469
597,CID1035715
598,CID1035784
599,CID1035835
600,CID1035845
601,CID1035920
602,CID1036184
603,CID1036241
604,CID1036245
605,CID1036259
606,CID1036437
607,CID1036439
608,CID1036445
609,CID1036564
610,CID1036595
611,CID1036676
612,CID1036764
613,CID1036793
614,CID1036804
615,CID1036834
616,CID1036901
617,CID1036906
618,CID1036993
619,CID1037001
620,CID1037009
621,CID1037013
622,CID1037028
623,CID1037031
624,CID1037069
625,CID1037094
626,CID1037158
627,CID1037191
628,CID1037241
629,CID1037260
630,CID1037294
631,CID1037347
632,CID1037375
633,CID1037397
634,CID1037530
635,CID1037531
636,CID1037589
637,CID1037603
638,CID1037632
639,CID1037685
640,CID1037772
641,CID1037788
642,CID1037791
643,CID1037817
644,CID1037848
645,CID1037892
646,CID1037918
647,CID1037923
648,CID1037926
649,CID1037929
650,CID1037943
651,CID1037976
652,CID1038055
653,CID1038211
654,CID1038327
655,CID1038376
656,CID1038401
657,CID1038517
658,CID1038527
659,CID1038640
660,CID1038690
661,CID1038933
662,CID1038961
663,CID1039008
664,CID1039052
665,CID1039074
666,CID1039087
667,CID1039185
668,CID1039273
669,CID1039321
670,CID1039366
671,CID1039638
672,CID1039920
673,CID1039940
674,CID1039947
675,CID1040062
676,CID1040088
677,CID1040145
678,CID1040264
679,CID1040281
680,CID1040308
681,CID1040424
682,CID1040475
683,CID1040476
684,CID1040517
685,CID1040622
686,CID1040723
687,CID1040766
688,CID1040793
689,CID1040795
690,CID1040812
691,CID1040863
692,CID1040906
693,CID1041024
694,CID1041051
695,CID1041067
696,CID1041253
697,CID1041256
698,CID1041272
699,CID1041446
700,CID1041510
701,CID1041522
702,CID1041599
703,CID1041699
704,CID1041702
705,CID1041753
706,CID1041804
707,CID1041889
708,CID1041967
709,CID1042036
710,CID1042044
711,CID1042090
712,CID1042123
713,CID1042206
714,CID1042223
715,CID1042233
716,CID1042543
717,CID1042547
718,CID1042559
719,CID1042578
720,CID1042613
721,CID1042662
722,CID1042759
723,CID1042770
724,CID1042876
725,CID1042896
726,CID1042921
727,CID1042997
728,CID1043026
729,CID1043046
730,CID1043156
731,CID1043291
732,CID1043323
733,CID1043328
734,CID1043336
735,CID1043386
736,CID1043505
737,CID1043515
738,CID1043694
739,CID1043706
740,CID1043709
741,CID1043750
742,CID1043783
743,CID1043800
744,CID1043957
745,CID1043963
746,CID1044008
747,CID1044139
748,CID1044215
749,CID1044229
750,CID1044286
751,CID1044296
752,CID1044316
753,CID1044355
754,CID1044476
755,CID1044521
756,CID1044568
757,CID1044703
758,CID1044711
759,CID1044919
760,CID1044959
761,CID1045121
762,CID1045195
763,CID1045239
764,CID1045384
765,CID1045386
766,CID1045415
767,CID1045478
768,CID1045509
769,CID1045705
770,CID1045707
771,CID1045794
772,CID1045866
773,CID1045940
774,CID1045948
775,CID1045954
776,CID1045999
777,CID1046060
778,CID1046139
779,CID1046177
780,CID1046207
781,CID1046341
782,CID1046355
783,CID1046362
784,CID1046388
785,CID1046446
786,CID1046468
787,CID1046548
788,CID1046607
789,CID1046765
790,CID1046834
791,CID1046847
792,CID1046893
793,CID1047151
794,CID1047372
795,CID1047375
796,CID1047437
797,CID1047451
798,CID1047473
799,CID1047532
800,CID1047585
801,CID1047637
802,CID1047730
803,CID1047760
804,CID1047762
805,CID1047952
806,CID1048165
807,CID1048228
808,CID1048238
809,CID1048248
810,CID1048276
811,CID1048289
812,CID1048307
813,CID1048339
814,CID1048406
815,CID1048588
816,CID1048659
817,CID1048683
818,CID1048774
819,CID1048779
820,CID1048823
821,CID1048824
822,CID1048944
823,CID1049071
824,CID1049083
825,CID1049209
826,CID1049311
827,CID1049362
828,CID1049394
829,CID1049543
830,CID1049546
831,CID1049594
832,CID1049684
833,CID1049743
834,CID1049774
835,CID1049830
836,CID1049871
837,CID1049884
838,CID1049885
839,CID1050033
840,CID1050034
841,CID1050089
842,CID1050197
843,CID1050259
844,CID1050330
845,CID1050331
846,CID1050516
847,CID1050519
848,CID1050542
849,CID1050560
850,CID1050599
851,CID1050730
852,CID1050759
853,CID1050760
854,CID1050810
855,CID1050811
856,CID1050814
857,CID1050861
858,CID1050891
859,CID1050902
860,CID1050907
861,CID1050979
862,CID1051000
863,CID1051015
864,CID1051097
865,CID1051258
866,CID1051284
867,CID1051310
868,CID1051318
869,CID1051412
870,CID1051413
871,CID1051453
872,CID1051470
873,CID1051482
874,CID1051550
875,CID1051575
876,CID1051609
877,CID1051615
878,CID1051723
879,CID1051787
880,CID1051794
881,CID1051817
882,CID1051882
883,CID1051887
884,CID1051911
885,CID1051924
886,CID1051982
887,CID1052071
888,CID1052179
889,CID1052205
890,CID1052274
891,CID1052321
892,CID1052326
893,CID1052448
894,CID1052505
895,CID1052594
896,CID1052610
897,CID1052662
898,CID1052834
899,CID1052918
900,CID1053024
901,CID1053188
902,CID1053194
903,CID1053212
904,CID1053239
905,CID1053366
906,CID1053382
907,CID1053417
908,CID1053476
909,CID1053540
910,CID1053542
911,CID1053664
912,CID1053676
913,CID1053703
914,CID1053713
915,CID1053803
916,CID1053805
917,CID1053824
918,CID1053862
919,CID1053888
920,CID1053919
921,CID1054018
922,CID1054025
923,CID1054068
924,CID1054077
925,CID1054139
926,CID1054204
927,CID1054234
928,CID1054301
929,CID1054385
930,CID1054387
931,CID1054397
932,CID1054432
933,CID1054456
934,CID1054469
935,CID1054590
936,CID1054600
937,CID1054650
938,CID1054664
939,CID1054700
940,CID1054713
941,CID1054752
942,CID1054807
943,CID1054856
944,CID1054911
945,CID1054928
946,CID1055043
947,CID1055324
948,CID1055420
949,CID1055531
950,CID1055552
951,CID1055570
952,CID1055571
953,CID1055613
954,CID1055630
955,CID1055651
956,CID1055733
957,CID1055796
958,CID1055797
959,CID1055809
960,CID1055871
961,CID1055951
962,CID1055955
963,CID1055960
964,CID1055981
965,CID1056002
966,CID1056114
967,CID1056152
968,CID1056309
969,CID1056312
970,CID1056499
971,CID1056656
972,CID1056659
973,CID1056720
974,CID1056771
975,CID1056816
976,CID1056858
977,CID1057004
978,CID1057064
979,CID1057103
980,CID1057215
981,CID1057255
982,CID1057307
983,CID1057466
984,CID1057496
985,CID1057555
986,CID1057565
987,CID1057566
988,CID1057676
989,CID1057977
990,CID1058245
991,CID1058279
992,CID1058361
993,CID1058395
994,CID1058464
995,CID1058487
996,CID1058565
997,CID1058589
998,CID1058626
999,CID1058788
1000,CID1058834
1001,CID1058857
1002,CID1058964
1003,CID1059010
1004,CID1059022
1005,CID1059130
1006,CID1059154
1007,CID1059351
1008,CID1059375
1009,CID1059506
1010,CID1059537
1011,CID1059539
1012,CID1059603
1013,CID1059639
1014,CID1059700
1015,CID1059756
1016,CID1059767
1017,CID1059845
1018,CID1059861
1019,CID1060098
1020,CID1060139
1021,CID1060191
1022,CID1060308
1023,CID1060329
1024,CID1060380
1025,CID1060463
1026,CID1060467
1027,CID1060486
1028,CID1060545
1029,CID1060587
1030,CID1060647
1031,CID1060655
1032,CID1060772
1033,CID1060779
1034,CID1060807
1035,CID1060964
1036,CID1061011
1037,CID1061042
1038,CID1061044
1039,CID1061097
1040,CID1061110
1041,CID1061125
1042,CID1061228
1043,CID1061290
1044,CID1061363
1045,CID1061398
1046,CID1061473
1047,CID1061653
1048,CID1061687
1049,CID1061730
1050,CID1061831
1051,CID1061836
1052,CID1061885
1053,CID1062008
1054,CID1062012
1055,CID1062018
1056,CID1062019
1057,CID1062020
1058,CID1062041
1059,CID1062053
1060,CID1062068
1061,CID1062080
1062,CID1062137
1063,CID1062159
1064,CID1062255
1065,CID1062256
1066,CID1062369
1067,CID1062478
1068,CID1062610
1069,CID1062641
1070,CID1062729
1071,CID1062803
1072,CID1062819
1073,CID1062846
1074,CID1062969
1075,CID1063208
1076,CID1063254
1077,CID1063336
1078,CID1063401
1079,CID1063567
1080,CID1063574
1081,CID1063654
1082,CID1063684
1083,CID1063715
1084,CID1063800
1085,CID1063854
1086,CID1063928
1087,CID1063957
1088,CID1064095
1089,CID1064123
1090,CID1064148
1091,CID1064292
1092,CID1064302
1093,CID1064315
1094,CID1064317
1095,CID1064357
1096,CID1064362
1097,CID1064401
1098,CID1064416
1099,CID1064653
1100,CID1064695
1101,CID1064696
1102,CID1064699
1103,CID1064715
1104,CID1064742
1105,CID1064819
1106,CID1064925
1107,CID1064980
1108,CID1065178
1109,CID1065230
1110,CID1065246
1111,CID1065328
1112,CID1065515
1113,CID1065614
1114,CID1065652
1115,CID1065662
1116,CID1065676
1117,CID1065683
1118,CID1065714
1119,CID1065888
1120,CID1065892
1121,CID1065935
1122,CID1065936
1123,CID1065982
1124,CID1066204
1125,CID1066235
1126,CID1066336
1127,CID1066454
1128,CID1066501
1129,CID1066534
1130,CID1066576
1131,CID1066610
1132,CID1066612
1133,CID1066658
1134,CID1066677
1135,CID1066733
1136,CID1066754
1137,CID1066807
1138,CID1066920
1139,CID1066986
1140,CID1067036
1141,CID1067044
1142,CID1067094
1143,CID1067133
1144,CID1067270
1145,CID1067342
1146,CID1067374
1147,CID1067397
1148,CID1067426
1149,CID1067527
1150,CID1067568
1151,CID1067629
1152,CID1067678
1153,CID1067695
1154,CID1067739
1155,CID1067750
1156,CID1067760
1157,CID1067761
1158,CID1067768
1159,CID1067779
1160,CID1067789
1161,CID1067827
1162,CID1067885
1163,CID1067922
1164,CID1067956
1165,CID1067959
1166,CID1067968
1167,CID1067976
1168,CID1068104
1169,CID1068130
1170,CID1068146
1171,CID1068323
1172,CID1068416
1173,CID1068479
1174,CID1068486
1175,CID1068525
1176,CID1068583
1177,CID1068610
1178,CID1068614
1179,CID1068681
1180,CID1068755
1181,CID1068761
1182,CID1068817
1183,CID1068818
1184,CID1068885
1185,CID1068920
1186,CID1068944
1187,CID1069021
1188,CID1069049
1189,CID1069070
1190,CID1069200
1191,CID1069218
1192,CID1069241
1193,CID1069279
1194,CID1069375
1195,CID1069411
1196,CID1069413
1197,CID1069436
1198,CID1069479
1199,CID1069529
1200,CID1069533
1201,CID1069619
1202,CID1069664
1203,CID1069667
1204,CID1069725
1205,CID1069803
1206,CID1069853
1207,CID1069949
1208,CID1069978
1209,CID1069996
1210,CID1070054
1211,CID1070114
1212,CID1070226
1213,CID1070347
1214,CID1070382
1215,CID1070497
1216,CID1070583
1217,CID1070589
1218,CID1070739
1219,CID1070744
1220,CID1070903
1221,CID1070912
1222,CID1071256
1223,CID1071263
1224,CID1071282
1225,CID1071287
1226,CID1071346
1227,CID1071374
1228,CID1071387
1229,CID1071502
1230,CID1071503
1231,CID1071542
1232,CID1071562
1233,CID1071616
1234,CID1071650
1235,CID1071722
1236,CID1071808
1237,CID1071817
1238,CID1071823
1239,CID1071988
1240,CID1072008
1241,CID1072080
1242,CID1072200
1243,CID1072368
1244,CID1072415
1245,CID1072558
1246,CID1072631
1247,CID1072770
1248,CID1072805
1249,CID1072855
1250,CID1072971
1251,CID1073035
1252,CID1073151
1253,CID1073223
1254,CID1073241
1255,CID1073243
1256,CID1073280
1257,CID1073321
1258,CID1073404
1259,CID1073420
1260,CID1073514
1261,CID1073668
1262,CID1073681
1263,CID1073727
1264,CID1073834
1265,CID1073841
1266,CID1073858
1267,CID1073924
1268,CID1073987
1269,CID1074019
1270,CID1074035
1271,CID1074099
1272,CID1074109
1273,CID1074196
1274,CID1074200
1275,CID1074214
1276,CID1074256
1277,CID1074258
1278,CID1074277
1279,CID1074326
1280,CID1074355
1281,CID1074364
1282,CID1074413
1283,CID1074440
1284,CID1074455
1285,CID1074476
1286,CID1074509
1287,CID1074517
1288,CID1074653
1289,CID1074654
1290,CID1074682
1291,CID1074729
1292,CID1074830
1293,CID1074906
1294,CID1074912
1295,CID1074984
1296,CID1074994
1297,CID1075102
1298,CID1075209
1299,CID1075274
1300,CID1075283
1301,CID1075311
1302,CID1075343
1303,CID1075357
1304,CID1075387
1305,CID1075408
1306,CID1075438
1307,CID1075540
1308,CID1075591
1309,CID1075604
1310,CID1075727
1311,CID1075742
1312,CID1075760
1313,CID1075814
1314,CID1075824
1315,CID1075877
1316,CID1075937
1317,CID1075963
1318,CID1075966
1319,CID1076016
1320,CID1076165
1321,CID1076179
1322,CID1076198
1323,CID1076454
1324,CID1076622
1325,CID1076677
1326,CID1076721
1327,CID1076730
1328,CID1076764
1329,CID1076773
1330,CID1076882
1331,CID1076887
1332,CID1076894
1333,CID1076936
1334,CID1077089
1335,CID1077104
1336,CID1077200
1337,CID1077244
1338,CID1077403
1339,CID1077460
1340,CID1077466
1341,CID1077560
1342,CID1077586
1343,CID1077691
1344,CID1077991
1345,CID1078074
1346,CID1078220
1347,CID1078254
1348,CID1078274
1349,CID1078577
1350,CID1078628
1351,CID1078896
1352,CID1078927
1353,CID1079083
1354,CID1079100
1355,CID1079138
1356,CID1079165
1357,CID1079291
1358,CID1079323
1359,CID1079334
1360,CID1079345
1361,CID1079358
1362,CID1079437
1363,CID1079606
1364,CID1079656
1365,CID1079670
1366,CID1079702
1367,CID1079709
1368,CID1079812
1369,CID1079817
1370,CID1079854
1371,CID1079917
1372,CID1079959
1373,CID1079964
1374,CID1080178
1375,CID1080254
1376,CID1080256
1377,CID1080398
1378,CID1080405
1379,CID1080548
1380,CID1080557
1381,CID1080599
1382,CID1080653
1383,CID1080703
1384,CID1080739
1385,CID1080805
1386,CID1080816
1387,CID1081035
1388,CID1081050
1389,CID1081116
1390,CID1081229
1391,CID1081276
1392,CID1081286
1393,CID1081342
1394,CID1081405
1395,CID1081509
1396,CID1081535
1397,CID1081579
1398,CID1081680
1399,CID1081781
1400,CID1081955
1401,CID1081978
1402,CID1082039
1403,CID1082079
1404,CID1082136
1405,CID1082166
1406,CID1082222
1407,CID1082283
1408,CID1082401
1409,CID1082506
1410,CID1082718
1411,CID1082807
1412,CID1082852
1413,CID1082876
1414,CID1083046
1415,CID1083090
1416,CID1083175
1417,CID1083267
1418,CID1083383
1419,CID1083432
1420,CID1083663
1421,CID1083679
1422,CID1083687
1423,CID1083884
1424,CID1083897
1425,CID1083963
1426,CID1084045
1427,CID1084072
1428,CID1084161
1429,CID1084254
1430,CID1084349
1431,CID1084450
1432,CID1084485
1433,CID1084592
1434,CID1084603
1435,CID1084607
1436,CID1084636
1437,CID1084642
1438,CID1084699
1439,CID1084720
1440,CID1084778
1441,CID1084825
1442,CID1084852
1443,CID1084863
1444,CID1084909
1445,CID1084911
1446,CID1084915
1447,CID1085001
1448,CID1085025
1449,CID1085066
1450,CID1085109
1451,CID1085135
1452,CID1085142
1453,CID1085171
1454,CID1085175
1455,CID1085302
1456,CID1085444
1457,CID1085531
1458,CID1085596
1459,CID1085605
1460,CID1085626
1461,CID1085739
1462,CID1085816
1463,CID1085886
1464,CID1085890
1465,CID1085936
1466,CID1085963
1467,CID1086011
1468,CID1086140
1469,CID1086216
1470,CID1086236
1471,CID1086250
1472,CID1086293
1473,CID1086334
1474,CID1086345
1475,CID1086548
1476,CID1086639
1477,CID1086720
1478,CID1086809
1479,CID1086817
1480,CID1086848
1481,CID1086963
1482,CID1087030
1483,CID1087110
1484,CID1087196
1485,CID1087435
1486,CID1087439
1487,CID1087475
1488,CID1087477
1489,CID1087514
1490,CID1087664
1491,CID1087680
1492,CID1087696
1493,CID1087737
1494,CID1087771
1495,CID1087777
1496,CID1087833
1497,CID1087923
1498,CID1088042
1499,CID1088170
1500,CID1088387
1501,CID1088443
1502,CID1088496
1503,CID1088540
1504,CID1088622
1505,CID1088734
1506,CID1088742
1507,CID1088752
1508,CID1088799
1509,CID1088999
1510,CID1089012
1511,CID1089111
1512,CID1089173
1513,CID1089298
1514,CID1089331
1515,CID1089398
1516,CID1089421
1517,CID1089463
1518,CID1089562
1519,CID1089624
1520,CID1089658
1521,CID1089722
1522,CID1089839
1523,CID1089852
1524,CID1089857
1525,CID1089869
1526,CID1089903
1527,CID1089962
1528,CID1090021
1529,CID1090065
1530,CID1090111
1531,CID1090137
1532,CID1090155
1533,CID1090156
1534,CID1090162
1535,CID1090198
1536,CID1090237
1537,CID1090328
1538,CID1090339
1539,CID1090346
1540,CID1090447
1541,CID1090461
1542,CID1090488
1543,CID1090536
1544,CID1090551
1545,CID1090639
1546,CID1090642
1547,CID1090681
1548,CID1090697
1549,CID1090711
1550,CID1090723
1551,CID1090738
1552,CID1090788
1553,CID1090819
1554,CID1090890
1555,CID1090984
1556,CID1091054
1557,CID1091075
1558,CID1091083
1559,CID1091089
1560,CID1091164
1561,CID1091217
1562,CID1091409
1563,CID1091514
1564,CID1091574
1565,CID1091633
1566,CID1091762
1567,CID1091894
1568,CID1091971
1569,CID1091987
1570,CID1092002
1571,CID1092005
1572,CID1092033
1573,CID1092052
1574,CID1092074
1575,CID1092226
1576,CID1092252
1577,CID1092334
1578,CID1092387
1579,CID1092395
1580,CID1092577
1581,CID1092626
1582,CID1092754
1583,CID1092846
1584,CID1092865
1585,CID1092982
1586,CID1093011
1587,CID1093018
1588,CID1093134
1589,CID1093206
1590,CID1093236
1591,CID1093251
1592,CID1093344
1593,CID1093345
1594,CID1093406
1595,CID1093547
1596,CID1093601
1597,CID1093634
1598,CID1093643
1599,CID1093719
1600,CID1093733
1601,CID1093737
1602,CID1093758
1603,CID1093770
1604,CID1093798
1605,CID1093803
1606,CID1093816
1607,CID1093824
1608,CID1093829
1609,CID1093869
1610,CID1093875
1611,CID1093901
1612,CID1093924
1613,CID1093956
1614,CID1093978
1615,CID1094068
1616,CID1094113
1617,CID1094187
1618,CID1094293
1619,CID1094433
1620,CID1094520
1621,CID1094535
1622,CID1094666
1623,CID1094769
1624,CID1094791
1625,CID1094826
1626,CID1094978
1627,CID1095070
1628,CID1095103
1629,CID1095146
1630,CID1095186
1631,CID1095238
1632,CID1095287
1633,CID1095309
1634,CID1095358
1635,CID1095359
1636,CID1095385
1637,CID1095541
1638,CID1095547
1639,CID1095602
1640,CID1095709
1641,CID1095720
1642,CID1095801
1643,CID1095812
1644,CID1095906
1645,CID1095919
1646,CID1096013
1647,CID1096034
1648,CID1096151
1649,CID1096282
1650,CID1096356
1651,CID1096536
1652,CID1096597
1653,CID1096609
1654,CID1096612
1655,CID1096660
1656,CID1096902
1657,CID1096918
1658,CID1096950
1659,CID1096951
1660,CID1097000
1661,CID1097002
1662,CID1097039
1663,CID1097061
1664,CID1097093
